Srno,Company_Name,Bid_Opening_Date,Bid_Closing_Date,Face_Value,Bid_Price_From,Bid_Price_To,Market_Lot,Listing_at,Issue_size,Fresh_issue,Offer_for_sale,Basis_of_Allotment_Date,Initiation_of_refunds,Credit_of_shares_to_demat_account,Listing_date,Listing_day,Listing_year,BSE_script_code,NSE_symbol,Listing_in,ISIN,Qualified_Institutional_Buyers,Non_Institutional_Investors,Retail_Individual_Investors,Total_Subscription,Registrar_Name,Pre_Issue_Share_Holding,Post_Issue_Share_Holding,NSE_Listing_day_open,NSE_Listing_day_low,NSE_Listing_day_high,NSE_Listing_day_last_trade,NSE_Listing_day_volume,NSE_SME_Listing_day_open,NSE_SME_Listing_day_low,NSE_SME_Listing_day_high,NSE_SME_Listing_day_last_trade,NSE_SME_Listing_day_volume,BSE_Listing_day_open,BSE_Listing_day_low,BSE_Listing_day_high,BSE_Listing_day_last_trade,BSE_Listing_day_volume,BSE_SME_Listing_day_open,BSE_SME_Listing_day_low,BSE_SME_Listing_day_high,BSE_SME_Listing_day_last_trade,BSE_SME_Listing_day_volume
302,Brooks Laboratories Ltd ,"Aug 16, 2011","Aug 18, 2011",10,90,100,60,"BSE, NSE","6,300,000 Eq Shares of ₹10 (aggregating up to ₹63.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, September 5, 2011",Monday,2011,533543,BROOKS,B,INE650L01011,0,2.82,3.36,1.6,Link Intime India Private Ltd,NaN,NaN,100,58.15,131.6,61.5,44305878,NaN,NaN,NaN,NaN,NaN,110,57.75,131.1,60.2,30346758,NaN,NaN,NaN,NaN,NaN
303,TD Power Systems Ltd ,"Aug 24, 2011","Aug 26, 2011",10,256,261,25,"BSE, NSE","8,867,188 Eq Shares of ₹10 (aggregating up to ₹227.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, September 8, 2011",Thursday,2011,533553,TDPOWERSYS,B,INE419M01019,6.52,0.38,0.38,2.92,Link Intime India Private Ltd,NaN,NaN,260,242,309.7,275.25,15150467,NaN,NaN,NaN,NaN,NaN,251.6,242,308.75,274.8,11672670,NaN,NaN,NaN,NaN,NaN
304,PG Electroplast Limited ,"Sep 7, 2011","Sep 12, 2011",10,190,210,30,"BSE, NSE","5,745,000 Eq Shares of ₹10 (aggregating up to ₹120.65 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, September 26, 2011",Monday,2011,533581,PGEL,B,INE457L01011,0.98,1.84,1.64,1.34,KFintech Private Limited,NaN,NaN,215,176,484.4,415.3,40012115,NaN,NaN,NaN,NaN,NaN,200,175.05,490,411.65,29249235,NaN,NaN,NaN,NaN,NaN
305,Prakash Constrowell Ltd ,"Sep 19, 2011","Sep 21, 2011",10,130,138,50,"BSE, NSE","4,347,826 Eq Shares of ₹10 (aggregating up to ₹60.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, October 4, 2011",Tuesday,2011,533605,PRAKASHCON,B,INE023M01027,0.31,2.76,4.68,2.21,Bigshare Services Pvt Ltd,NaN,NaN,147.2,112.25,245,230,31247332,NaN,NaN,NaN,NaN,NaN,145,112.5,245,229.5,24545853,NaN,NaN,NaN,NaN,NaN
306,Taksheel Solutions Ltd ,"Sep 29, 2011","Oct 4, 2011",10,130,150,45,"BSE, NSE","5,500,000 Eq Shares of ₹10 (aggregating up to ₹82.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 19, 2011",Wednesday,2011,533639,TAKSHEEL,B,INE889I01011,0.24,4.7,6.18,2.99,Bigshare Services Pvt Ltd,NaN,NaN,157,39.1,184.3,58.15,53644144,NaN,NaN,NaN,NaN,NaN,157.4,38.5,185,55.85,37649908,NaN,NaN,NaN,NaN,NaN
307,Tijaria Polypipes Ltd ,"Sep 27, 2011","Sep 29, 2011",10,60,60,100,"BSE, NSE",[.] Eq Shares of ₹10 (aggregating up to ₹60.00 Cr),NaN,NaN,NaN,NaN,NaN,"Friday, October 14, 2011",Friday,2011,533629,TIJARIA,B,INE440L01017,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,61,16.5,67.75,18.6,59965008,NaN,NaN,NaN,NaN,NaN,62,16.05,67.8,18.1,47475011,NaN,NaN,NaN,NaN,NaN
308,RDB Rasayans Ltd ,"Sep 21, 2011","Sep 23, 2011",10,72,79,80,BSE,"4,500,000 Eq Shares of ₹10 (aggregating up to ₹35.55 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, October 7, 2011",Friday,2011,533608,NaN,B,INE123M01017,0,0.75,3.96,1.5,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,19.8,93.15,26.5,35009187,NaN,NaN,NaN,NaN,NaN
309,Flexituff International Ltd ,"Sep 29, 2011","Oct 5, 2011",10,145,155,40,"BSE, NSE","6,750,000 Eq Shares of ₹10 (aggregating up to ₹104.63 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, October 19, 2011",Wednesday,2011,533638,FLEXITUFF,T,INE060J01017,0.51,2.35,1.6,1.17,Link Intime India Private Ltd,NaN,NaN,156.9,142,187.7,165.55,22043834,NaN,NaN,NaN,NaN,NaN,155,142,185.4,166.4,17528078,NaN,NaN,NaN,NaN,NaN
310,M and B Switchgears Ltd ,"Sep 28, 2011","Oct 5, 2011",10,180,186,30,"BSE, NSE","5,000,000 Eq Shares of ₹10 (aggregating up to ₹93.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, October 20, 2011",Thursday,2011,533644,UJAAS,B,INE899L01022,1.03,1.56,2.35,1.57,Bigshare Services Pvt Ltd,NaN,NaN,190,121.05,356,318.4,35064653,NaN,NaN,NaN,NaN,NaN,180,118.65,356,317.55,26520960,NaN,NaN,NaN,NaN,NaN
311,Onelife Capital Advisors Ltd ,"Sep 28, 2011","Oct 4, 2011",10,100,110,50,"BSE, NSE","3,350,000 Eq Shares of ₹10 (aggregating up to ₹36.85 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, October 17, 2011",Monday,2011,533632,ONELIFECAP,B,INE912L01015,1.02,0.93,2.5,1.53,Sharepro Services Private Limited,NaN,NaN,110,110,174.8,145.95,34056499,NaN,NaN,NaN,NaN,NaN,115,114,173,145.9,24441481,NaN,NaN,NaN,NaN,NaN
312,Indo Thai Securities Limited ,"Sep 30, 2011","Oct 5, 2011",10,70,84,80,"BSE, NSE","4,000,000 Eq Shares of ₹10 (aggregating up to ₹29.60 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, November 2, 2011",Wednesday,2011,533676,INDOTHAI,B,INE337M01013,0,0.02,3.35,1.18,Sharepro Services Private Limited,NaN,NaN,76,18.85,98.9,23.15,49399207,NaN,NaN,NaN,NaN,NaN,75,18.1,99.1,23,37358000,NaN,NaN,NaN,NaN,NaN
313,BCB Finance Ltd ,"Feb 23, 2012","Feb 27, 2012",10,25,25,4000,BSE SME,"3,540,000 Eq Shares of ₹10 (aggregating up to ₹8.85 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 13, 2012",Tuesday,2012,534109,NaN,MT,INE883L01018,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,25.7,27,25.7,276000
314,Olympic Cards Ltd ,"Mar 9, 2012","Mar 13, 2012",10,30,32,200,BSE,"8,333,333 Eq Shares of ₹10 (aggregating up to ₹25.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, March 28, 2012",Wednesday,2012,534190,NaN,T,INE550L01013,0,3.44,1.36,0.99,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.95,28.5,30,28.5,2134583,NaN,NaN,NaN,NaN,NaN
315,National Buildings Construction Corporation Ltd ,"Mar 22, 2012","Mar 27, 2012",10,90,106,60,"BSE, NSE","12,000,000 Eq Shares of ₹10 (aggregating up to ₹127.20 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, April 12, 2012",Thursday,2012,534309,NBCC,T,INE095N01015,7.07,1.7,3.4,4.93,Bigshare Services Pvt Ltd,NaN,NaN,101,95.95,101,96.95,940724,NaN,NaN,NaN,NaN,NaN,100,95.05,101,97.05,1200796,NaN,NaN,NaN,NaN,NaN
316,MT Educare Limited ,"Mar 27, 2012","Mar 29, 2012",10,74,80,80,"BSE, NSE","4,375,000 Eq Shares of ₹10 (aggregating up to ₹99.00 Cr)",NaN,"8,000,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Thursday, April 12, 2012",Thursday,2012,534312,MTEDUCARE,T,INE472M01018,6.01,8,2.17,4.8,Link Intime India Private Ltd,NaN,NaN,86.05,86.05,90.35,90.35,751063,NaN,NaN,NaN,NaN,NaN,86.05,86.05,90.35,90.35,1600133,NaN,NaN,NaN,NaN,NaN
317,Tribhovandas Bhimji Zaveri Ltd ,"Apr 24, 2012","Apr 26, 2012",10,120,126,45,"BSE, NSE","16,666,667 Eq Shares of ₹10 (aggregating up to ₹200.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 9, 2012",Wednesday,2012,534369,TBZ,T,INE760L01018,1.29,1.91,0.68,1.15,KFintech Private Limited,NaN,NaN,115.05,110.5,120,111,1253983,NaN,NaN,NaN,NaN,NaN,115,110,119.8,111.2,1157892,NaN,NaN,NaN,NaN,NaN
318,Speciality Restaurants Ltd ,"May 16, 2012","May 18, 2012",10,146,155,40,"BSE, NSE","11,739,415 Eq Shares of ₹10 (aggregating up to ₹176.09 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 30, 2012",Wednesday,2012,534425,SPECIALITY,T,INE247M01014,4.68,2.19,0.55,2.54,Link Intime India Private Ltd,NaN,NaN,152,152,159.6,159.6,148440,NaN,NaN,NaN,NaN,NaN,153,152.9,160.65,160.65,766401,NaN,NaN,NaN,NaN,NaN
319,Monarch Health Services Ltd ,"May 12, 2012","May 16, 2012",10,40,40,3000,BSE SME,"3,000,000 Eq Shares of ₹10 (aggregating up to ₹12.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 30, 2012",Wednesday,2012,534422,NaN,MT,INE204N01013,NaN,NaN,NaN,NaN,Sharepro Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42,40.1,42,40.1,6000
320,Max Alert Systems Ltd ,"Jun 28, 2012","Jul 2, 2012",10,20,20,6000,BSE SME,"4,000,000 Eq Shares of ₹10 (aggregating up to ₹8.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, July 13, 2012",Friday,2012,534563,NaN,MT,INE253N01010,NaN,NaN,NaN,NaN,Sharepro Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.5,49.25,51.5,49.25,18000
321,VKS Projects Ltd ,"Jun 29, 2012","Jul 4, 2012",10,55,60,100,"BSE, NSE","10,000,000 Eq Shares of ₹10 (aggregating up to ₹55.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, July 18, 2012",Wednesday,2012,534567,VKSPL,T,INE213M01024,1.15,0.38,1.13,1.03,Bigshare Services Pvt Ltd,NaN,NaN,56.35,53.95,56.35,55,1138178,NaN,NaN,NaN,NaN,NaN,55.8,53.05,56,55.6,1153284,NaN,NaN,NaN,NaN,NaN
322,Sangam Advisors Ltd ,"Jul 24, 2012","Jul 26, 2012",10,22,22,6000,BSE SME,"2,304,000 Eq Shares of ₹10 (aggregating up to ₹5.07 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, August 9, 2012",Thursday,2012,534618,NaN,MT,INE299N01013,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.05,22,23.05,22.1,156000
323,Jupiter Infomedia Ltd ,"Jul 30, 2012","Aug 1, 2012",10,20,20,6000,BSE SME,"2,040,000 Eq Shares of ₹10 (aggregating up to ₹4.08 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, August 16, 2012",Thursday,2012,534623,NaN,MT,INE524N01014,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,21.1,22.1,22.05,2214000
324,Jointeca Education Solutions Ltd ,"Aug 16, 2012","Aug 21, 2012",10,15,15,8000,BSE SME,"3,568,700 Eq Shares of ₹10 (aggregating up to ₹5.35 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, September 4, 2012",Tuesday,2012,534659,NaN,MT,INE131N01018,NaN,NaN,NaN,NaN,Beetal Financial & Computer Services (P) Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.2,15,15.25,15,8356000
325,SRG Housing Finance Ltd ,"Aug 22, 2012","Aug 28, 2012",10,20,20,6000,BSE SME,"3,504,000 Eq Shares of ₹10 (aggregating up to ₹7.01 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, September 11, 2012",Tuesday,2012,534680,NaN,MT,INE559N01010,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.3,20.3,20.35,20.3,3410000
326,Comfort Commotrade Ltd ,"Sep 5, 2012","Sep 10, 2012",10,10,10,10000,BSE SME,"6,000,000 Eq Shares of ₹10 (aggregating up to ₹6.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, September 24, 2012",Monday,2012,534691,NaN,MT,INE456N01019,NaN,NaN,NaN,NaN,Sharepro Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.3,10.1,10.8,10.8,280000
327,Thejo Engineering Ltd ,"Sep 4, 2012","Sep 6, 2012",10,402,430,300,NSE SME,[.] Eq Shares of ₹10 (aggregating up to ₹19.00 Cr),NaN,NaN,NaN,NaN,NaN,"Tuesday, September 18, 2012",Tuesday,2012,NaN,THEJO,NaN,INE121N01019,1,0.91,2.61,1.53,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,403,403,403,403,2100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
328,Anshu's Clothing Limited ,"Sep 26, 2012","Sep 28, 2012",10,27,27,NaN,BSE SME,"1,872,000 Eq Shares of ₹10 (aggregating up to ₹5.05 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, October 12, 2012",Friday,2012,534707,NaN,MT,INE636N01016,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.85,26.85,28.15,27.15,432000
329,RCL Retail Limited ,"Sep 27, 2012","Oct 1, 2012",10,10,10,10000,BSE SME,"5,795,000 Eq Shares of ₹10 (aggregating up to ₹5.80 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, October 16, 2012",Tuesday,2012,534708,NaN,MT,INE892L01019,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.1,10.1,10.45,10.45,960000
330,Bronze infra-tech Ltd ,"Oct 19, 2012","Oct 23, 2012",10,15,15,8000,BSE SME,"5,704,000 Eq Shares of ₹10 (aggregating up to ₹8.56 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, November 7, 2012",Wednesday,2012,534731,NaN,MT,INE830N01015,NaN,NaN,NaN,NaN,CB Management Services (P) Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.7,16,17.1,16.3,200000
331,Tara Jewels Limited ,"Nov 21, 2012","Nov 23, 2012",10,225,230,50,"BSE, NSE","7,977,778 Eq Shares of ₹10 (aggregating up to ₹183.49 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, December 6, 2012",Thursday,2012,534756,TARAJEWELS,T,INE799L01016,1.49,3.1,2.05,1.98,Link Intime India Private Ltd,NaN,NaN,242,229.9,242,229.9,479249,NaN,NaN,NaN,NaN,NaN,242,229.95,244.9,229.95,462000,NaN,NaN,NaN,NaN,NaN
332,Veto Switchgears and Cables Ltd ,"Dec 3, 2012","Dec 5, 2012",10,48,50,3000,NSE SME,"5,000,000 Eq Shares of ₹10 (aggregating up to ₹25.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, February 13, 2012",Monday,2012,539331,NaN,NaN,INE918N01018,1.05,1.47,2.06,1.56,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,145,144,148.1,145.45,19912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
333,Credit Analysis & Research Ltd ,"Dec 7, 2012","Dec 11, 2012",10,700,750,20,"BSE, NSE","7,199,700 Eq Shares of ₹10 (aggregating up to ₹539.98 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, December 26, 2012",Wednesday,2012,534804,CARERATING,B,INE752H01013,45.8,110.96,6.18,40.98,KFintech Private Limited,NaN,NaN,940,895,985,922.55,10188263,NaN,NaN,NaN,NaN,NaN,949,896.2,986.2,923.95,4824676,NaN,NaN,NaN,NaN,NaN
334,PC Jeweller Ltd ,"Dec 10, 2012","Dec 12, 2012",10,125,135,90,"BSE, NSE","45,133,500 Eq Shares of ₹10 (aggregating up to ₹609.30 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, December 27, 2012",Thursday,2012,534809,PCJEWELLER,B,INE785M01013,7.33,18.12,1.68,6.85,KFintech Private Limited,NaN,NaN,137,137,154.7,149.2,64704244,NaN,NaN,NaN,NaN,NaN,135.5,135.5,154.75,149,28612722,NaN,NaN,NaN,NaN,NaN
335,Bharti Infratel Limited ,"Dec 11, 2012","Dec 14, 2012",10,210,240,50,"BSE, NSE","188,900,000 Eq Shares of ₹10 (aggregating up to ₹4,155.80 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, December 28, 2012",Friday,2012,534816,INFRATEL,B,INE121J01017,2.84,0.29,0.19,1.3,KFintech Private Limited,NaN,NaN,200,188.65,200.85,191.65,35351056,NaN,NaN,NaN,NaN,NaN,200,188.7,200,191.2,14942452,NaN,NaN,NaN,NaN,NaN
336,Eco Friendly Food Processing Park Ltd ,"Dec 27, 2012","Dec 31, 2012",10,25,25,6000,BSE SME,"3,006,000 Eq Shares of ₹10 (aggregating up to ₹7.52 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, January 14, 2013",Monday,2013,534839,NaN,MT,INE178O01025,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.5,24.15,26,25.55,138000
337,Esteem Bio Organic Food Processing Ltd ,"Jan 18, 2013","Jan 22, 2013",10,25,25,6000,BSE SME,"4,500,000 Eq Shares of ₹10 (aggregating up to ₹11.25 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, February 7, 2013",Thursday,2013,534927,NaN,MT,INE209O01028,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.25,25.25,26.5,26.5,858000
338,V-Mart Retail Ltd ,"Feb 1, 2013","Feb 5, 2013",10,195,215,66,"BSE, NSE","4,496,000 Eq Shares of ₹10 (aggregating up to ₹94.42 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, February 20, 2013",Wednesday,2013,534976,VMART,T,INE665J01013,1.52,1.39,0.79,1.2,KFintech Private Limited,NaN,NaN,214,203.3,215,203.3,546941,NaN,NaN,NaN,NaN,NaN,216,205.25,216,205.25,115638,NaN,NaN,NaN,NaN,NaN
339,Kavita Fabrics Ltd ,"Feb 20, 2013","Feb 22, 2013",10,40,40,3000,BSE SME,"1,275,000 Eq Shares of ₹10 (aggregating up to ₹5.10 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 12, 2013",Tuesday,2013,535136,NaN,MT,INE149O01018,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.9,40,41,41,333000
340,Sunstar Realty Development Ltd ,"Feb 18, 2013","Feb 21, 2013",10,20,20,6000,BSE SME,"5,310,000 Eq Shares of ₹10 (aggregating up to ₹10.62 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, March 11, 2013",Monday,2013,535141,NaN,MT,INE338O01025,NaN,NaN,NaN,NaN,Sharepro Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.45,21.2,22.5,22.5,210000
341,Channel Nine Entertainment Ltd ,"Feb 22, 2013","Feb 26, 2013",10,25,25,6000,BSE SME,"4,668,000 Eq Shares of ₹10 (aggregating up to ₹11.67 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 12, 2013",Tuesday,2013,535142,NaN,MT,INE437O01025,NaN,NaN,NaN,NaN,Beetal Financial & Computer Services (P) Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.25,26.25,26.25,26.25,12000
342,HPC Biosciences Ltd ,"Mar 1, 2013","Mar 5, 2013",10,35,35,4000,BSE SME,"4,500,000 Eq Shares of ₹10 (aggregating up to ₹15.75 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 19, 2013",Tuesday,2013,535217,NaN,MT,INE507O01025,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.25,37.25,39.1,39.1,520000
343,Repco Home Finance Ltd ,"Mar 13, 2013","Mar 15, 2013",10,165,172,75,"BSE, NSE","15,720,262 Eq Shares of ₹10 (aggregating up to ₹270.39 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 1, 2013",Monday,2013,535322,REPCOHOME,B,INE612J01015,3.39,0.35,0.51,1.65,KFintech Private Limited,NaN,NaN,159.95,158,175.9,161.8,7902123,NaN,NaN,NaN,NaN,NaN,165,158.05,176,160.85,2920297,NaN,NaN,NaN,NaN,NaN
344,Bothra Metals and Alloys Ltd ,"Mar 12, 2013","Mar 14, 2013",10,25,25,6000,BSE SME,"4,884,000 Eq Shares of ₹10 (aggregating up to ₹12.21 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, March 25, 2013",Monday,2013,535279,NaN,MT,INE583M01012,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.5,24.85,25.55,25,132000
345,GCM Securities Ltd ,"Mar 18, 2013","Mar 20, 2013",10,20,20,6000,BSE SME,"6,090,000 Eq Shares of ₹10 (aggregating up to ₹12.18 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, April 5, 2013",Friday,2013,535431,NaN,MT,INE168O01026,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65,65,68.25,68.25,36000
346,Lakhotia Polyesters (India) Ltd ,"Mar 19, 2013","Mar 21, 2013",10,35,35,4000,BSE SME,"1,452,000 Eq Shares of ₹10 (aggregating up to ₹5.08 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, April 3, 2013",Wednesday,2013,535387,NaN,M,INE191O01010,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.8,35,35.9,35,496000
347,Opal Luxury Time Products Ltd ,"Mar 25, 2013","Mar 28, 2013",10,130,135,1000,NSE SME,"1,000,000 Eq Shares of ₹10 (aggregating up to ₹13.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, April 12, 2013",Friday,2013,NaN,OPAL,NaN,INE520N01012,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130,112,135,128,10000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
348,Ashapura Intimates Fashion Ltd ,"Mar 28, 2013","Apr 4, 2013",10,40,40,3000,BSE SME,"5,250,000 Eq Shares of ₹10 (aggregating up to ₹21.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 15, 2013",Monday,2013,535467,AIFL,MT,INE428O01016,NaN,NaN,NaN,NaN,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.05,47,50.45,49.95,354000
349,Samruddhi Realty Ltd ,"Mar 28, 2013","Apr 3, 2013",10,12,12,10000,BSE SME,"2,170,000 Eq Shares of ₹10 (aggregating up to ₹2.60 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, April 12, 2013",Friday,2013,535466,NaN,MT,INE621O01016,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,12.75,13.65,13.65,680000
350,Just Dial Ltd ,"May 20, 2013","May 22, 2013",10,470,543,25,"BSE, NSE, MCX-SX","17,497,458 Eq Shares of ₹10 (aggregating up to ₹919.14 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, June 5, 2013",Wednesday,2013,535648,JUSTDIAL,B,INE599M01018,10.12,22.34,3.53,11.63,KFintech Private Limited,NaN,NaN,590,581.15,631.9,612.35,12483316,NaN,NaN,NaN,NaN,NaN,590,589,631.9,611.45,4424860,NaN,NaN,NaN,NaN,NaN
351,Onesource Techmedia Ltd ,"May 17, 2013","May 21, 2013",10,14,14,10000,BSE SME,"2,000,000 Eq Shares of ₹10 (aggregating up to ₹2.80 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, June 5, 2013",Wednesday,2013,535647,NaN,MT,INE807O01011,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,12.4,13,12.4,210000
